lemma,pos,rank,dispersion,gloss
더불다,VV,2220,0.91,join in|partake of
썩다,VV,2221,0.83,be rotten|be corrupted
지지,NNG,2222,0.83,support
특별하다,VA,2223,0.95,special
군,NNB,2224,0.91,Mr. (to a younger person)
양쪽,NNG,2225,0.87,both sides
연구하다,VV,2226,0.88,study|research
바르다,VV,2227,0.85,cover|spread|put on
황제,NNG,2228,0.94,emperor
혼,NNG,2229,0.72,soul|spirit
누다,VV,2230,0.33,have (a pee or a poop)
천지,NNG,2231,0.71,heaven and earth|whole world
자연스럽다,VA,2232,0.97,natural
보험,NNG,2233,0.71,insurance
봉,NNG,2234,0.61,pole|stick
요리,NNG,2235,0.81,cooking|dish
흐름,NNG,2236,0.91,flow|stream
꽂다,VV,2237,0.67,put|stick
두루,MAG,2238,0.53,throughout|all over
이마,NNG,2239,0.79,forehead|brow
판매,NNG,2240,0.71,sales
침대,NNG,2241,0.83,bed
떠들다,VV,2242,0.76,talk|chat|make noise
몰리다,VV,2243,0.92,be driven
뜻하다,VV,2244,0.91,mean|signify
본부,NNG,2245,0.82,headquarters
턱,NNG,2246,0.64,chin|jaw
움직임,NNG,2247,0.91,movement
달아나다,VV,2248,0.85,run away
일다,VV,2249,0.95,rise|form
인사,NNG,2250,0.71,human resources|personnel matters
발언,NNG,2251,0.76,comment|remark
야말로,JSX,2252,0.98,very|precisely
아무개,NP,2253,0.61,anybody|Mr. So-and-So
자마자,EC,2254,0.92,as soon as
간부,NNG,2255,0.90,executive
고객,NNG,2256,0.76,customer|client
고민,NNG,2257,0.84,worry|trouble
연합,NNG,2258,0.63,alliance|coalition
이사,NNG,2259,0.88,director
평가하다,VV,2260,0.85,evaluate
고려하다,VV,2261,0.85,consider
사례,NNG,2262,0.81,case|instance
안방,NNG,2263,0.79,main bedroom
찾아보다,VV,2264,0.96,search|find|visit
문서,NNG,2265,0.84,document|papers
서두르다,VV,2266,0.93,hurry|hasten
당연히,MAG,2267,0.86,naturally|of course
추진,NNG,2268,0.64,pushing ahead|propel
상담,NNG,2269,0.69,advice|counsel
핵심,NNG,2270,0.81,core|point
예수,NNG,2271,0.85,Jesus
구석,NNG,2272,0.86,corner
이외,NNG,2273,0.94,besides|in addition to
위험,NNG,2274,0.93,danger
실험,NNG,2275,0.90,experiment
상대방,NNG,2276,0.95,other party|opponent
한국어,NNG,2277,0.44,Korean language
심정,NNG,2278,0.96,feeling|heart
티,NNG,2279,0.64,sign|look
이념,NNG,2280,0.81,ideology
다소,MAG,2281,0.96,somewhat|a little
들여다보다,VV,2282,0.86,look into|peep
대목,NNG,2283,0.91,passage|part
다시피,EC,2284,0.88,as (connective)
공격,NNG,2285,0.88,attack|assault
협회,NNG,2286,0.75,association|society
퍼지다,VV,2287,0.98,spread|circulate
ㄴ들,EC,2288,0.76,even if
인류,NNG,2289,0.85,humankind
들려오다,VV,2290,0.73,reach one’s ears
쏟다,VV,2291,0.96,pour
재주,NNG,2292,0.66,talent|skill|gift
괜히,MAG,2293,0.57,in vain|needlessly
싫어하다,VV,2294,0.81,hate|dislike
불만,NNG,2295,0.95,complaint|dissatisfaction
도와주다,VV,2296,0.81,help
느냐고,EC,2297,0.92,connective question quote
졸업하다,VV,2298,0.86,graduate from
푼,NNB,2299,0.70,counter for coin|penny
바지,NNG,2300,0.77,pants|trousers
장가,NNG,2301,0.41,marriage|getting a wife
뼈,NNG,2302,0.88,bone
생각나다,VV,2303,0.83,rise|occur to
어차피,MAG,2304,0.73,any way|in any case
바르다,VA,2305,0.92,straight|right|polite
너머,NNG,2306,0.77,over
갑,NNG,2307,0.80,one|former
진실,NNG,2308,0.99,truth
꽉,MAG,2309,0.71,tightly|fast|fully
증거,NNG,2310,0.99,evidence|proof
온갖,MM,2311,0.98,all|every
공동체,NNG,2312,0.81,community
웃기다,VV,2313,0.45,make laugh
메다,VV,2314,0.58,carry|sling
학기,NNG,2315,0.64,semester
하여튼,MAG,2316,0.34,at any rate|any way
때로,MAG,2317,0.96,sometimes|occasionally
갓,MAG,2318,0.60,just (new)|freshly
현실적,NNG,2319,0.92,realistic
마련,NNB,2320,0.98,be bound to
의장,NNG,2321,0.76,chairperson
조용히,MAG,2322,0.85,quietly|silently
규정,NNG,2323,0.81,regulation|rule
로구나,EF,2324,0.40,final exclamation ending
묻다,VV,2325,0.69,bury
칸,NNG,2326,0.78,space|block|compartment
부드럽다,VA,2327,0.98,tender|soft
덥다,VA,2328,0.73,hot
일정하다,VA,2329,0.84,regular|fixed
송,NNG,2330,0.61,Song (dynasty)
달려가다,VV,2331,0.87,run
적,NNG,2332,0.95,enemy|foe
가져가다,VV,2333,0.66,carry|take|bring
아줌마,NNG,2334,0.69,middle-aged woman
세계적,NNG,2335,0.83,global|worldwide
그쪽,NP,2336,0.65,there|that side
크기,NNG,2337,0.93,size
청소년,NNG,2338,0.73,youth|adolescent
에서,JKB,2339,0.88,subject marker (inanimate)
인도,NNG,2340,0.95,India
회원,NNG,2341,0.78,member
운,NNG,2342,0.77,luck|fortune|fate
언젠가,MAG,2343,0.93,sometime
게다가,MAG,2344,0.99,besides|moreover
미,NNG,2345,0.83,beauty
왼쪽,NNG,2346,0.96,left side
색깔,NNG,2347,0.91,color
방문,NNG,2348,0.79,visit
공기,NNG,2349,0.99,air|atmosphere
군데,NNB,2350,0.68,place|part
애쓰다,VV,2351,0.96,make an effort|struggle
매달리다,VV,2352,0.95,cling to|hang
붙들다,VV,2353,0.63,hold on|grip|grasp
상당하다,VA,2354,0.92,proper|suitable|considerable
여론,NNG,2355,0.74,public opinion
야단,NNG,2356,0.52,uproar|scolding
자녀,NNG,2357,0.84,children
상,NNG,2358,0.72,top|the first
내세우다,VV,2359,0.93,nominate|put forward
우려,NNG,2360,0.72,concern
조용하다,VA,2361,0.90,quiet
무덤,NNG,2362,0.89,grave|tomb
용기,NNG,2363,0.99,courage
참석하다,VV,2364,0.80,attend
거부하다,VV,2365,0.94,refuse|reject
남쪽,NNG,2366,0.97,south
굽다,VV,2367,0.71,toast|grill|bake|burn
징,NNG,2368,0.47,jing (musical instrument)
기반,NNG,2369,0.83,base|groundwork
뱀,NNG,2370,0.66,snake
교장,NNG,2371,0.94,principal
부락,NNG,2372,0.40,village|town
모델,NNG,2373,0.88,model
뚫다,VV,2374,0.86,dig|drill|evade|go through
높아지다,VV,2375,0.86,get higher|rise
행하다,VV,2376,0.80,act|do|conduct
닮다,VV,2377,0.87,resemble|take after
안녕하다,VA,2378,0.40,stay in peace|be well
떨리다,VV,2379,0.78,tremble|shake
잔치,NNG,2380,0.76,feast|party|banquet
기름,NNG,2381,0.85,oil|gasoline
타다,VV,2382,0.83,burn|blaze
마구,MAG,2383,0.84,severely|badly|recklessly
극장,NNG,2384,0.91,theater
신앙,NNG,2385,0.81,religious faith
벼슬,NNG,2386,0.61,government post
수많다,VA,2387,0.98,numerous|a lot of
공원,NNG,2388,0.91,park
사귀다,VV,2389,0.67,date|get acquainted
아마도,MAG,2390,0.98,perhaps
카메라,NNG,2391,0.84,camera
지치다,VV,2392,0.94,get tired
문제점,NNG,2393,0.82,problem|drawback
부동산,NNG,2394,0.75,real estate|property
실리다,VV,2395,0.99,be loaded|be reported
병사,NNG,2396,0.88,soldier|enlisted man
대학생,NNG,2397,0.91,college students
짊어지다,VV,2398,0.42,carry on the shoulder
가령,MAG,2399,0.81,suppose|for example
들르다,VV,2400,0.92,stop by|drop by
기다,VV,2401,0.73,crawl|creep
본인,NNG,2402,0.80,person concerned|oneself
난리,NNG,2403,0.56,fuss|uproar|war
활용하다,VV,2404,0.81,utilize|use
이라크,NNP,2405,0.57,Iraq
벼,NNG,2406,0.69,rice|rice plant
하느님,NNG,2407,0.85,God|gods
끄덕이다,VV,2408,0.69,nod
주부,NNG,2409,0.84,housewife
골목,NNG,2410,0.82,alley
벌리다,VV,2411,0.81,open|spread
품다,VV,2412,0.95,breast|bosom
불쌍하다,VA,2413,0.69,pitiful|poor
뛰어나다,VA,2414,0.94,outstanding|excellent
라서,EC,2415,0.67,as|because
재벌,NNG,2416,0.78,conglomerate
주가,NNG,2417,0.55,stock price
제외하다,VV,2418,0.87,exclude|leave out
비행기,NNG,2419,0.97,airplane
치우다,VV,2420,0.70,clean|straighten up
줍다,VV,2421,0.79,pick up|gather
더하다,VV,2422,0.99,increase|add
폭력,NNG,2423,0.91,violence
능,NNG,2424,0.50,royal tomb
사위,NNG,2425,0.58,son-in-law
베다,VV,2426,0.74,cut|fell
그만두다,VV,2427,0.91,stop|quit|cease
이동,NNG,2428,0.89,movement|migration
대사,NNG,2429,0.65,line|dialog|speech
추구하다,VV,2430,0.87,pursue|seek
강력하다,VA,2431,0.89,strong|powerful
한두,MM,2432,0.93,one or two
사회주의,NNG,2433,0.84,Socialism
감각,NNG,2434,0.95,sense
어머,IC,2435,0.37,oh|oh my
정당,NNG,2436,0.78,political party
개발하다,VV,2437,0.78,develop|exploit
얹다,VV,2438,0.78,put on|place|lay
더럽다,VA,2439,0.79,dirty|filthy|awful
충분하다,VA,2440,0.97,enough|sufficient
틀림없다,VA,2441,0.95,certain|sure
불안,NNG,2442,0.97,anxiety|apprehension
승,NNB,2443,0.76,counter for winning
굶다,VV,2444,0.67,starve|fast
연결,NNG,2445,0.85,link|connection
건강하다,VA,2446,0.94,healthy
날씨,NNG,2447,0.96,weather
쌍,NNG,2448,0.69,pair|couple
느라,EC,2449,0.93,while|as
재판,NNG,2450,0.94,trial
음성,NNG,2451,0.93,voice
식당,NNG,2452,0.98,restaurant
극복하다,VV,2453,0.89,overcome
강화,NNG,2454,0.82,reinforcement|consolidation
흔들리다,VV,2455,0.96,shake|wave
어미,NNG,2456,0.88,mother (animals)
한글,NNG,2457,0.82,Hangeul
답니다,EF,2458,0.67,final quote ending
불법,NNG,2459,0.76,illegality
자격,NNG,2460,0.93,qualification|right
입히다,VV,2461,0.75,dress|put on|coat
발전하다,VV,2462,0.86,develop|progress
의혹,NNG,2463,0.63,doubt|suspicion
반장,NNG,2464,0.70,president (of class)
애,NNG,2465,0.75,state of being anxious
소리치다,VV,2466,0.74,shout
텔레비전,NNG,2467,0.97,television
갈다,VV,2468,0.59,change|replace
작용,NNG,2469,0.78,action|effect
부끄럽다,VA,2470,0.94,ashamed|embarrassed
양,MM,2471,0.90,both
길래,EC,2472,0.55,since|as
뒤집다,VV,2473,0.80,turn over|overturn
배우,NNG,2474,0.89,actor|actress
지시,NNG,2475,0.98,instruction|direction
절대로,MAG,2476,0.89,never
순서,NNG,2477,0.88,order
구만,EF,2478,0.53,final statement ending
비디오,NNG,2479,0.83,video
만화,NNG,2480,0.88,comic book|cartoon
소득,NNG,2481,0.82,income|gain
다음날,NNG,2482,0.97,following day
재정,NNG,2483,0.77,finance
벌,NNG,2484,0.73,punishment|penalty
동무,NNG,2485,0.70,companion|friend
공주,NNG,2486,0.74,princess
기쁘다,VA,2487,0.93,pleased|pleasant
연대,NNG,2488,0.84,solidarity|banding together
나르다,VV,2489,0.67,carry
두드리다,VV,2490,0.81,knock|beat|tap
착하다,VA,2491,0.79,be good
문명,NNG,2492,0.85,civilization
자원,NNG,2493,0.82,resource
신체,NNG,2494,0.87,physical body
무시하다,VV,2495,0.98,ignore
옥,NNG,2496,0.66,jade
양,NNB,2497,0.91,pretense|intention
메도,EC,2498,0.96,in spite of
달래다,VV,2499,0.85,soothe|comfort|coax
무조건,MAG,2500,0.80,unconditional
건네다,VV,2501,0.75,pass|speak to
일제히,MAG,2502,0.71,all together|simultaneously|all at once
오직,MAG,2503,0.96,only
똑같이,MAG,2504,0.73,same way|equally|evenly
정신적,NNG,2505,0.92,mental|psychological
다가가다,VV,2506,0.81,approach
대접,NNG,2507,0.72,reception|treatment
낫다,VV,2508,0.52,get better|recover
가사,NNG,2509,0.77,lyrics
랴,EF,2510,0.74,final question ending
범위,NNG,2511,0.86,range
도,NNG,2512,0.83,right way|enlightenment
사실상,MAG,2513,0.83,in fact
내다보다,VV,2514,0.91,look out|predict
오른쪽,NNG,2515,0.97,right
연기,NNG,2516,0.84,performance|acting
아니하다,VX,2517,0.89,do not|be not
하여금,MAG,2518,0.91,by (way of)
유지,NNG,2519,0.88,maintenance
피부,NNG,2520,0.95,skin
아우,NNG,2521,0.61,younger sibling
서구,NNG,2522,0.78,the West
지우다,VV,2523,0.93,erase|wipe|delete
편,NNG,2524,0.93,side|direction
길이,NNG,2525,0.93,length
이사,NNG,2526,0.79,moving
강의,NNG,2527,0.86,lecture|course|class
유일하다,VA,2528,0.98,only|sole
거울,NNG,2529,0.90,mirror
에너지,NNG,2530,0.86,energy
수십,NR,2531,0.94,scores|dozens
다,MAG,2532,0.52,all|almost
독,NNG,2533,0.66,poison
남,NNG,2534,0.75,south
시어머니,NNG,2535,0.66,mother-in-law
무,NNG,2536,0.72,nothing|zero|naught
과부,NNG,2537,0.55,widow
장단,NNG,2538,0.47,beat|rhythm
아까,NNG,2539,0.56,a while ago
활,NNG,2540,0.59,bow
민요,NNG,2541,0.58,folk song
자세히,MAG,2542,0.94,in detail|minutely
검토하다,VV,2543,0.83,examine|look over
장애,NNG,2544,0.85,obstacle|hindrance|disability
저리,MAG,2545,0.46,that way|over there
리라고,EC,2546,0.94,connective ending (to)
담기다,VV,2547,0.99,be contained
의회,NNG,2548,0.69,assembly|parliament
일주일,NNG,2549,0.75,one week
관광,NNG,2550,0.82,sightseeing
쉬다,VV,2551,0.86,breathe
근,MM,2552,0.50,about
깨다,VV,2553,0.79,break|smash|spoil
범죄,NNG,2554,0.88,crime
포함되다,VV,2555,0.86,be included
굵다,VA,2556,0.79,thick|big|bold
높이,MAG,2557,0.95,high
경쟁력,NNG,2558,0.70,competitiveness
동료,NNG,2559,0.98,colleague
미술,NNG,2560,0.89,art
대형,NNG,2561,0.75,large size
박수,NNG,2562,0.73,applause|ovation
날다,VV,2563,0.80,fly
불편하다,VA,2564,0.90,inconvenient|uncomfortable
인상,NNG,2565,0.97,impression
상,NNG,2566,0.65,table
의문,NNG,2567,0.97,question|doubt
아무튼,MAG,2568,0.74,anyway|at any rate
빨갛다,VA,2569,0.82,red|crimson
지혜,NNG,2570,0.98,wisdom
건축,NNG,2571,0.86,construction
의무,NNG,2572,0.93,duty
신분,NNG,2573,0.94,status|identity
침묵,NNG,2574,0.91,silence
부탁하다,VV,2575,0.90,request|ask
점수,NNG,2576,0.75,score|grade
방학,NNG,2577,0.88,vacation|break
비교적,MAG,2578,0.93,comparatively|relatively
임시,NNG,2579,0.93,temporary|provisional
원수,NNG,2580,0.68,enemy|foe
엿,NNG,2581,0.46,stick of taffy
전부,NNG,2582,0.87,all
누리다,VV,2583,0.97,enjoy
차량,NNG,2584,0.80,car|vehicle
세금,NNG,2585,0.82,tax|duty
확,MAG,2586,0.53,suddenly|in a flash
줄어들다,VV,2587,0.85,decrease
근대,NNG,2588,0.75,modern times
꼬리,NNG,2589,0.86,tail
궁,NNG,2590,0.55,palace
맥,NNG,2591,0.85,pulse|energy|legacy
웬일,NNG,2592,0.64,for what reason|what
인력,NNG,2593,0.78,manpower
세다,VA,2594,0.75,strong|powerful|stubborn
출발하다,VV,2595,0.98,depart|leave
바보,NNG,2596,0.77,idiot|fool
현지,NNG,2597,0.76,on-the-spot|local
확보하다,VV,2598,0.85,secure
점차,MAG,2599,0.91,gradually
저지르다,VV,2600,0.98,commit
모자,NNG,2601,0.78,hat|cap
신부,NNG,2602,0.81,bride
지붕,NNG,2603,0.86,roof
젓다,VV,2604,0.75,stir|roll|wave
대학원,NNG,2605,0.73,graduate school
기차,NNG,2606,0.87,train
남한,NNG,2607,0.90,South Korea
그리하여,MAJ,2608,0.78,therefore|so
망,NNG,2609,0.77,net|network
널리,MAG,2610,0.88,far and wide|extensively
테이프,NNG,2611,0.69,tape
검사,NNG,2612,0.83,prosecutor
돌아다니다,VV,2613,0.84,go around
한강,NNG,2614,0.87,Han River
날리다,VV,2615,0.93,fly|blow away
증권,NNG,2616,0.65,stock
보고서,NNG,2617,0.80,report
파업,NNG,2618,0.81,strike
그럼,MAJ,2619,0.44,yes|indeed|if so|then
지위,NNG,2620,0.87,status
글씨,NNG,2621,0.84,handwriting|letter
수원,NNP,2622,0.71,Suon (city name)
대체로,MAG,2623,0.86,overall|generally
구성되다,VV,2624,0.75,be made up|be composed
철저하다,VA,2625,0.97,complete
유형,NNG,2626,0.79,type
심지어,MAG,2627,0.98,even
조그맣다,VA,2628,0.89,small|little
바람직하다,VA,2629,0.86,desirable
트다,VV,2630,0.64,open up|start
안타깝다,VA,2631,0.95,regrettable|pitiful
주어지다,VV,2632,0.92,be given|be allowed
교류,NNG,2633,0.81,exchange|interchange
내지,MAG,2634,0.85,or
구두,NNG,2635,0.85,shoes
행복,NNG,2636,0.98,happiness
주의,NNG,2637,0.85,principle|belief
외부,NNG,2638,0.90,outside|exterior
한동안,NNG,2639,0.86,for a while
비리,NNG,2640,0.70,corruption|irregularity
성질,NNG,2641,0.90,temper|character
들,NNG,2642,0.63,field
올림픽,NNG,2643,0.75,Olympics
잠기다,VV,2644,0.87,sink|swamp|be immersed in
판단하다,VV,2645,0.95,judge
가하다,VV,2646,0.96,add|apply|impose
도서관,NNG,2647,0.93,library
조,NNG,2648,0.88,team|group
상사,NNG,2649,0.60,trading company
적절하다,VA,2650,0.89,appropriate|proper
방문하다,VV,2651,0.86,visit
의료,NNG,2652,0.78,medical care
근본적,NNG,2653,0.89,basic|fundamental
승리,NNG,2654,0.85,victory
원장,NNG,2655,0.83,director
안전,NNG,2656,0.79,safety|security
팔자,NNG,2657,0.61,destiny|fate
일부러,MAG,2658,0.83,deliberately
작용하다,VV,2659,0.84,act|work on
사설,NNG,2660,0.79,editorial
본격적,NNG,2661,0.87,real|regular|full-fledged
놓치다,VV,2662,0.94,miss|lose
앞두다,VV,2663,0.72,have ahead
오랫동안,NNG,2664,0.99,for a long time
을지라도,EC,2665,0.93,connective ending (even if)
규제,NNG,2666,0.71,regulation
상관,NNG,2667,0.81,relation|care
창문,NNG,2668,0.85,window
신발,NNG,2669,0.81,shoes
긴장,NNG,2670,0.98,tension|nerves
특별히,MAG,2671,0.86,specially|particularly
잡지,NNG,2672,0.97,magazine
지원하다,VV,2673,0.75,support
전통적,NNG,2674,0.77,traditional
서방,NNG,2675,0.75,the West
랴,EC,2676,0.59,connective ending (while)
발견되다,VV,2677,0.91,be discovered
신용,NNG,2678,0.70,credit|confidence
집중,NNG,2679,0.81,concentration|focus
영혼,NNG,2680,0.97,spirit|soul
미스,NNG,2681,0.77,Miss
작전,NNG,2682,0.96,strategy|operation
내버리다,VV,2683,0.69,throw away
뜰,NNG,2684,0.65,yard|garden
좌우,NNG,2685,0.86,left and right
공개,NNG,2686,0.68,making public
한때,NNG,2687,0.98,one-time
철,NNG,2688,0.77,iron|steel
교실,NNG,2689,0.97,classroom
소개,NNG,2690,0.81,introduction
고모,NNG,2691,0.55,aunt
젖,NNG,2692,0.78,breast milk
그림자,NNG,2693,0.93,shadow
손자,NNG,2694,0.67,grandson
일본인,NNG,2695,0.94,Japanese people
백화점,NNG,2696,0.82,department store
세어,MM,2697,0.76,three or four
둘러보다,VV,2698,0.84,look around|browse
술집,NNG,2699,0.84,bar|pub
곰,NNG,2700,0.68,bear
신화,NNG,2701,0.86,myth
통,NNG,2702,0.78,container|bucket
확실히,MAG,2703,0.87,certainly|definitely
비율,NNG,2704,0.75,ratio|proportion
빨래,NNG,2705,0.58,laundry
시점,NNG,2706,0.84,time|point of time
국장,NNG,2707,0.86,director|manager
깨지다,VV,2708,0.78,break|smash|shatter
화장실,NNG,2709,0.90,restroom|bathroom
두렵다,VA,2710,0.94,afraid
전달하다,VV,2711,0.89,deliver|transfer
인터뷰,NNG,2712,0.67,interview
시원하다,VA,2713,0.90,cool
살아오다,VV,2714,0.96,live
처,NNG,2715,0.58,wife
수행하다,VV,2716,0.86,perform|fulfill
엎드리다,VV,2717,0.77,lie face down
역,NNG,2718,0.95,station
뻗다,VV,2719,0.92,reach|stretch out
버티다,VV,2720,0.94,endure|last
일대,NNG,2721,0.95,whole area
압력,NNG,2722,0.86,pressure
센터,NNG,2723,0.64,center
고개,NNG,2724,0.49,hill|pass
주소,NNG,2725,0.74,address
부처,NNG,2726,0.77,governmental department
물가,NNG,2727,0.76,price
진리,NNG,2728,0.81,truth
빵,NNG,2729,0.79,bread
단순히,MAG,2730,0.92,simply
인민,NNG,2731,0.98,people
귀하다,VA,2732,0.80,precious|valuable
확인,NNG,2733,0.91,confirmation|verification
아니,MAG,2734,0.66,not
불빛,NNG,2735,0.75,light
이용,NNG,2736,0.81,use
푸다,VV,2737,0.49,draw up|ladle
경찰서,NNG,2738,0.91,police station
사물,NNG,2739,0.78,object|thing
저러다,VV,2740,0.52,do so
진정하다,VA,2741,0.94,calm down
빚,NNG,2742,0.82,debt
굳이,MAG,2743,0.95,obstinately
훔치다,VV,2744,0.81,steal
법률,NNG,2745,0.86,law|act
북쪽,NNG,2746,0.97,north
협정,NNG,2747,0.73,agreement|treaty
회복,NNG,2748,0.84,recovery
간,NNG,2749,0.78,liver
욕망,NNG,2750,0.93,desire
연결되다,VV,2751,0.92,be connected
공포,NNG,2752,1.00,horror|terror
섞이다,VV,2753,0.97,mix|be mixed
거칠다,VA,2754,0.96,rough
한꺼번에,MAG,2755,0.93,at once|same time
둘러싸다,VV,2756,0.85,surround|besiege
신부,NNG,2757,0.97,priest|Father
전제,NNG,2758,0.87,premise|presupposition
투,NNG,2759,0.77,manner|tone
총,MM,2760,0.84,total|entire
늘리다,VV,2761,0.76,increase|expand
식품,NNG,2762,0.81,food|grocery
기둥,NNG,2763,0.83,pillar|column
국민학교,NNG,2764,0.93,elementary school (old)
씨,NNG,2765,0.65,seed|pit
게,NNG,2766,0.65,crab
그야말로,MAG,2767,0.91,really|indeed
덧붙이다,VV,2768,0.90,add
죄송하다,VA,2769,0.65,sorry
보따리,NNG,2770,0.56,pack|bundle
다치다,VV,2771,0.87,hurt|be wounded
잊어버리다,VV,2772,0.77,forget
문화적,NNG,2773,0.77,cultural
팔리다,VV,2774,0.91,sell
중얼거리다,VV,2775,0.60,mutter|mumble
인식하다,VV,2776,0.86,recognize|realize
발음,NNG,2777,0.59,pronunciation
파도,NNG,2778,0.89,wave
금리,NNG,2779,0.46,interest rate
설치하다,VV,2780,0.85,install
다녀오다,VV,2781,0.92,go and come back
권하다,VV,2782,0.95,recommend|advise
장,NNG,2783,0.73,place
묻다,VV,2784,0.85,be stained with
잠들다,VV,2785,0.85,fall asleep
은,NNG,2786,0.75,silver
싶다,VA,2787,0.70,look|seem|feel like to
교육부,NNG,2788,0.60,Ministry of Education
계층,NNG,2789,0.79,class|stratum
거실,NNG,2790,0.75,living room
관,NNG,2791,0.76,coffin|casket
비추다,VV,2792,0.99,shine|illuminate
상자,NNG,2793,0.94,box|case
나마,JX,2794,0.98,even|although it is
발달,NNG,2795,0.77,development
번호,NNG,2796,0.88,number
재료,NNG,2797,0.87,material|ingredient
회견,NNG,2798,0.64,interview|press conference
스포츠,NNG,2799,0.82,sports
심장,NNG,2800,0.97,heart
스타일,NNG,2801,0.76,style|form
역,NNG,2802,0.90,role|part
방문,NNG,2803,0.75,room door
비교,NNG,2804,0.87,comparison
날짜,NNG,2805,0.76,date
인연,NNG,2806,0.94,relation|tie|connection
량,NNG,2807,0.86,quantity|amount
동기,NNG,2808,0.92,motivation
사고,NNG,2809,0.89,thinking|thought
풍경,NNG,2810,0.99,scenery
일상,NNG,2811,0.93,daily life
연주하다,VV,2812,0.56,play
민주화,NNG,2813,0.88,democratization
눈앞,NNG,2814,0.84,before one's eyes
완전,NNG,2815,0.80,complete|full
실천,NNG,2816,0.86,practice|fulfillment
낯설다,VA,2817,0.92,strange|unfamiliar
아깝다,VA,2818,0.71,regrettable|valuable
묻히다,VV,2819,0.94,be buried
몰래,MAG,2820,0.88,secretly|surreptitiously
벗기다,VV,2821,0.89,take off|strip|peel
여기저기,NNG,2822,0.91,here and there|everywhere
어린애,NNG,2823,0.64,child
심리,NNG,2824,0.94,psychology
화제,NNG,2825,0.93,topic
예상되다,VV,2826,0.59,be expected
쓸다,VV,2827,0.70,sweep
저놈,NP,2828,0.41,that dude
라디오,NNG,2829,0.88,radio
헌법,NNG,2830,0.85,constitution
추가,NNG,2831,0.62,addition|supplement
유리,NNG,2832,0.89,glass
형성되다,VV,2833,0.79,form
도중,NNG,2834,0.87,on one's way|in the middle of
당황하다,VV,2835,0.89,embarrassed|perplexed
수석,NNG,2836,0.66,top|primary
모순,NNG,2837,0.77,contradiction|paradox
제작,NNG,2838,0.75,production
라니,EC,2839,0.64,connective ending (since|as)
주의,NNG,2840,0.96,caution|care
띠,NNG,2841,0.65,band|belt
위험하다,VA,2842,0.93,dangerous|risky
기쁨,NNG,2843,0.99,pleasure
입시,NNG,2844,0.82,entrance examination
공식,NNG,2845,0.73,formal
생전,NNG,2846,0.61,in one's lifetime
물론,NNG,2847,1.00,certainly|no doubt
양국,NNG,2848,0.72,two countries
상하다,VV,2849,0.86,go stale|rot|spoil
섞다,VV,2850,0.92,mix|blend|shuffle
약속하다,VV,2851,0.97,promise
동양,NNG,2852,0.90,the East
철,NNG,2853,0.72,season|time
미루다,VV,2854,0.98,postpone|put off
초등학교,NNG,2855,0.72,elementary school
잉,MAG,2856,0.44,surprise|wow
달려오다,VV,2857,0.81,come running|rush
제발,MAG,2858,0.77,please
대학교,NNG,2859,0.58,university|college
소비,NNG,2860,0.82,consumption|spending
드물다,VA,2861,0.99,rare|unusual
피곤하다,VA,2862,0.76,tired|fatigued
드디어,MAG,2863,0.97,finally
조화,NNG,2864,0.91,harmony
이데올로기,NNG,2865,0.76,ideology
일컫다,VV,2866,0.78,name|refer to
두어,MM,2867,0.84,about two
거지,NNG,2868,0.57,beggar
찾아내다,VV,2869,0.99,find out
털,NNG,2870,0.81,hair
양,NNB,2871,0.91,Miss
자치,NNG,2872,0.74,autonomy|self-government
청하다,VV,2873,0.88,ask|invite
텍스트,NNG,2874,0.59,text
윤리,NNG,2875,0.88,ethics|morality
약간,NNG,2876,0.92,little|bit|somewhat
보살,NNG,2877,0.64,Bodhisattva
구경하다,VV,2878,0.82,watch|see sights
정의,NNG,2879,0.94,justice|righteousness
구속,NNG,2880,0.73,imprisonment|restriction
명예,NNG,2881,0.84,honor
스타,NNG,2882,0.75,star|celebrity
연기,NNG,2883,0.87,smoke
애비,NNG,2884,0.52,daddy
소장,NNG,2885,0.92,chief|manager|director
특정,NNG,2886,0.77,particular|specific
계산,NNG,2887,0.97,calculation|sum
실패하다,VV,2888,0.96,fail
뇌,NNG,2889,0.90,brain
제기하다,VV,2890,0.83,raise|bring up
선언,NNG,2891,0.84,announcement
득,NNG,2892,0.67,gain|profit
는지,EF,2893,0.59,final exclamation ending
놀랍다,VA,2894,0.99,surprising
운영하다,VV,2895,0.75,manage
규정하다,VV,2896,0.78,regulate|define
상상,NNG,2897,0.97,imagination
뚝,MAG,2898,0.51,suddenly
택하다,VV,2899,0.99,select|choose
허옇다,VA,2900,0.41,white|gray
이스라엘,NNP,2901,0.81,Israel
끝내,MAG,2902,0.97,in the end|finally
당기다,VV,2903,0.86,pull|move up|appeal to
언덕,NNG,2904,0.91,hill
구성하다,VV,2905,0.82,constitute|comprise
다리,NNG,2906,0.80,bridge
먹다,VX,2907,0.75,auxiliary (do|commit)
진출,NNG,2908,0.67,advance|entering into
그물,NNG,2909,0.73,net
영상,NNG,2910,0.89,picture|images
인정,NNG,2911,0.78,acknowledgement|recognition
증가,NNG,2912,0.69,increase|growth
재다,VV,2913,0.79,measure|gauge
뛰어들다,VV,2914,0.95,rush into|dive into
꼽다,VV,2915,0.77,count (on fingers)
등장,NNG,2916,0.82,appearance
